in_a_case_id,in_bool_context,in_bool_shade,in_context_seed,in_room_height,in_room_north,in_room_width,in_shade_hor_depth,in_shade_vert_both_sides,in_shade_vert_depth,in_window_g,in_window_height,in_window_hor_separ,in_window_sill_height,in_window_wwr,ext_wall_area(m2),ext_win_area(m2),volume(m3),org_floor_area(m2),adj_floor_area(m2),w_width(m),w_height(m),w_aspect_ratio,w_count,shade_v_count,shade_h_count,shade_L,shade_R,shade_T,cooling_load(W/m2),peak_date,altitude(deg),azimuth(deg),w_rad_total(kWh),w_rad_april(kWh),w_rad_may(kWh),w_rad_jun(kWh),w_rad_jul(kWh),w_rad_aug(kWh),w_rad_sep(kWh),f_rad_total(kWh),f_rad_april(kWh),f_rad_may(kWh),f_rad_jun(kWh),f_rad_jul(kWh),f_rad_aug(kWh),f_rad_sep(kWh),solar_load(W/m2),solar_load_adj(W/m2)
4039,1,1,68,3.129804315,212.9950871,10.50531854,0.862992234,0,0.829148894,0.466675548,2.966960066,3.456507013,0.817329636,0.343792726,32.879591,11.303764,147.958161,47.273933,27.023933,1.26996,2.96696,0.428034,3,3,3,0.0,1.0,1,30.261361,02 Apr 13:00,42.195942,198.973648,3100.748304,592.270171,529.189421,419.950312,455.909424,544.235925,558.898036,14509.404209,2559.39463,2652.85698,2226.706554,2337.65724,2478.55062,2252.780358,49.058518,85.81982
4040,1,1,52,4.850753126,339.7455715,18.44658299,0.925519627,1,0.176993091,0.303871589,3.083062533,1.513060525,1.048625285,0.489457234,89.47982,43.796545,402.65919,83.009623,62.759623,1.183794,3.083063,0.383967,12,24,12,1.0,1.0,1,19.220298,28 Jun 17:00,27.819126,273.091576,9239.566482,1278.883631,1806.551968,1985.30858,1841.906684,1415.439611,910.095318,23421.542337,3222.173816,4630.699174,5032.02376,4686.196657,3592.346147,2254.818396,22.28686,29.477931
4041,0,1,98,3.291445343,37.41852875,5.86161257,0.207832169,1,0.300335034,0.256685148,2.166785825,1.858270266,0.243537835,0.662198761,19.293177,12.775918,86.819298,26.377257,21.922233,1.726392,2.466786,0.699855,3,6,3,1.0,1.0,1,29.184895,29 Jun 08:00,35.876625,97.331153,3273.123728,462.223448,646.638912,688.347011,661.052676,502.465575,312.255813,5930.559154,846.108345,1165.667554,1240.591834,1195.596511,912.371261,570.077199,9.240438,11.118275
4042,0,0,37,4.589524121,153.9757565,9.847145637,0.448059464,0,0.392323283,0.433305058,3.440774396,3.267254919,0.125647632,0.442628845,45.193712,20.004041,203.371706,44.312155,24.062155,1.93794,3.440774,0.563228,3,0,0,0.0,0.0,0,74.276107,02 Apr 10:00,36.93858,140.070398,11683.566961,2101.370783,2029.52857,1789.467891,1933.685925,1999.661337,1831.557393,26395.856591,4747.478378,4585.170389,4042.818301,4368.639899,4517.693436,4137.908033,111.185296,204.755561
4043,1,1,62,4.94381806,28.8615966,5.771290482,0.15398959,0,0.262022454,0.271760139,2.157381187,1.036869117,1.35276269,0.356473053,28.53221,10.170964,128.394946,25.970807,21.85248,0.785749,2.157381,0.364214,6,6,6,0.0,1.0,1,28.761888,31 Jul 12:00,56.618921,177.014986,1193.325153,184.315718,224.86457,228.469474,227.931024,189.591705,138.240006,3667.39969,565.377517,690.948123,705.145386,700.955657,581.50072,423.550829,4.825957,5.735459
4044,1,0,2,3.548682758,105.6287003,10.6990669,0.561078869,0,0.989598169,0.387744022,2.562264834,1.205536347,0.930968756,0.325462686,37.967594,12.357035,170.854174,48.145801,27.895801,0.535856,2.562265,0.209134,9,0,0,0.0,0.0,0,69.183919,30 Jul 09:00,40.709233,114.316222,3389.885224,563.17623,610.321706,571.468181,609.365265,570.335485,466.319113,10228.591896,1711.5321,1832.497616,1716.809897,1823.550356,1718.956239,1428.232179,38.861519,67.071706
4045,1,1,4,4.708262808,152.2958292,9.811834896,0.395778727,1,0.738137651,0.284068306,3.201398647,1.687810531,0.171629901,0.822314048,46.196697,37.988193,207.885138,44.153257,23.903257,9.615598,3.950684,2.433907,1,2,1,1.0,1.0,1,41.855163,05 Sep 10:00,38.871389,140.668716,14788.633745,2657.297173,2610.314801,2281.802739,2484.922,2572.020628,2184.768005,20982.886517,3717.911382,3749.59,3305.979892,3577.502576,3632.657728,3002.479693,86.080451,159.004787
4046,1,1,47,4.70912893,15.57392955,18.36137401,0.276168826,0,0.123994433,0.407899907,3.142339971,3.5652581,0.533677164,0.401756501,86.466078,34.738309,389.097349,82.626183,62.376183,2.210983,3.14234,0.703611,5,5,5,1.0,0.0,1,41.949284,29 Jun 11:00,59.129269,150.400866,3372.675953,499.79379,642.701705,683.102313,658.255992,518.326976,369.889428,9012.788866,1313.930392,1720.865729,1866.486589,1780.444564,1368.864064,960.320706,9.204621,12.192838
4047,0,1,42,4.710458614,153.4136264,14.78565269,0.105037202,1,0.025603276,0.358664369,3.289829256,3.056253167,0.473386028,0.691791095,69.647205,48.181316,313.412423,66.535437,46.285437,2.684324,3.589829,0.747758,5,10,5,1.0,1.0,1,78.999001,02 Apr 10:00,36.93858,140.070398,28123.053237,5053.530851,4888.079435,4315.034376,4660.732343,4811.71951,4398.091235,40655.583436,7305.214263,7066.463011,6238.439559,6738.023588,6955.755885,6357.665128,128.176747,184.254409
4048,1,0,5,5.414208598,227.9939996,15.09704557,0.914671023,0,0.582234824,0.302072406,2.948162196,3.666929671,0.093096374,0.619664658,81.738554,50.650493,367.823493,67.936705,47.686705,14.795105,3.423463,4.321678,1,0,0,0.0,0.0,0,56.44475,02 Apr 14:00,37.777151,217.645838,22066.08744,3680.079521,4234.68167,3652.179081,3739.478889,3726.475349,3031.43215,37546.362548,6311.962764,7142.449065,6147.64921,6297.94832,6356.803717,5287.473978,111.468133,158.802704
4049,1,0,6,3.698925357,55.34547348,16.26725102,0.643779808,1,0.710663419,0.471055918,2.946144041,2.88372993,0.830198122,0.668548626,60.171347,40.227472,270.771063,73.20263,52.95263,2.065398,3.246144,0.636262,6,0,0,0.0,0.0,0,46.950185,29 Jun 08:00,35.876625,97.331153,7064.610517,1026.27252,1361.231048,1459.74097,1434.840651,1088.705396,696.25708,10518.804725,1527.736478,2029.5802,2168.580546,2135.543477,1624.84988,1036.261726,74.208519,102.587139
4050,0,0,23,4.024085212,196.2388588,17.0423554,0.487349369,1,0.002867722,0.346057711,2.270874885,2.906519371,0.048080965,0.364823022,68.57989,25.019523,308.609507,76.690599,56.440599,1.836262,2.270875,0.808614,6,0,0,0.0,0.0,0,55.510497,02 Apr 12:00,43.612426,178.619628,14802.116424,2702.292678,2576.259933,2144.383488,2311.238125,2552.525997,2515.738135,40573.409583,7407.131847,7061.669161,5877.872242,6335.229926,6996.613175,6895.775666,56.814002,77.197973
4051,0,0,16,3.775022627,86.17109747,8.653881135,0.940746248,0,0.299008895,0.432044661,2.306378419,3.038406872,0.170347792,0.475143264,32.668597,15.522264,147.008687,38.942465,21.45231,2.243382,2.306378,0.972686,3,0,0,0.0,0.0,0,101.77142,29 Jun 08:00,35.876625,97.331153,7430.912466,1164.960542,1408.885347,1409.731291,1418.4606,1198.857645,831.356769,15639.309066,2451.809002,2965.180039,2966.960423,2985.332383,2523.1498,1749.697052,87.338103,158.545213
4052,1,1,22,4.905316295,43.06078251,5.146886924,0.284855715,1,0.572146593,0.276767655,2.656186623,1.246573459,1.299525339,0.67618268,25.247108,17.071657,113.611987,23.160991,21.31494,5.043949,3.384582,1.490273,1,2,1,1.0,1.0,1,13.824393,29 Jun 08:00,35.876625,97.331153,2659.154834,366.091284,521.859928,580.393173,552.646625,397.755475,240.342454,4493.203285,623.698208,881.359643,970.856509,931.801942,676.926747,408.850372,15.518625,16.862667
4053,0,1,12,3.810579725,226.4479234,19.67331957,0.871768369,0,0.545441561,0.400959089,3.411601974,2.023052133,1.297419458,0.509123492,74.966753,38.167335,337.350387,88.529938,68.279938,1.118751,3.411602,0.327925,10,10,10,0.0,1.0,1,73.820416,02 Apr 14:00,37.777151,217.645838,16078.463422,2913.31049,2834.885638,2339.879719,2479.177047,2770.457782,2740.520739,45452.940771,7792.444916,8353.802654,7225.504513,7432.096905,7693.868751,6954.224306,83.786645,108.635519
4054,0,1,21,3.959335494,207.3079864,12.97974321,0.661989421,0,0.546769841,0.499049578,2.549256912,3.560425484,0.413389983,0.619718607,51.391158,31.848057,231.260211,58.408844,38.158844,2.794418,2.849257,0.980753,4,4,4,0.0,1.0,1,60.513555,28 Sep 13:00,34.339748,200.990344,14332.954997,2656.977251,2460.48856,2018.851974,2170.188081,2480.219164,2545.971535,30813.21451,5513.91921,5477.506225,4581.291007,4869.827044,5289.725562,5080.994459,138.568288,212.103215
4055,0,1,45,3.618657981,143.905316,13.36129021,0.919443571,0,0.81819938,0.346482215,3.963545974,3.293894874,1.078999963,0.348177202,48.349939,16.834347,217.574728,60.125806,39.875806,1.186759,3.546285,0.334649,4,4,4,0.0,1.0,1,44.491491,28 Aug 09:00,34.146199,121.939349,6702.19895,1184.116717,1182.991375,1075.753519,1148.417746,1141.003341,971.708544,28188.223057,4975.584229,4959.316934,4472.350618,4783.388529,4788.786518,4213.418193,34.608286,52.183298
4056,1,1,30,4.354370343,139.3787747,19.50404586,0.267718821,0,0.974021262,0.286122779,2.412424159,3.340963106,0.550482606,0.44206644,84.927839,37.543747,382.175275,87.768206,67.518206,2.593777,2.412424,1.075175,6,6,6,0.0,1.0,1,26.660596,14 Aug 09:00,37.569153,117.896913,10078.267832,1612.753502,1918.451351,1793.572032,1923.75131,1717.049326,1116.362007,28451.026568,4632.386958,5363.507951,4980.861377,5328.308427,4849.675361,3304.253308,38.766538,50.393364
