in_a_case_id,in_bool_context,in_bool_shade,in_context_seed,in_room_height,in_room_north,in_room_width,in_shade_hor_depth,in_shade_vert_both_sides,in_shade_vert_depth,in_window_g,in_window_height,in_window_hor_separ,in_window_sill_height,in_window_wwr,ext_wall_area(m2),ext_win_area(m2),volume(m3),org_floor_area(m2),adj_floor_area(m2),w_width(m),w_height(m),w_aspect_ratio,w_count,shade_v_count,shade_h_count,shade_L,shade_R,shade_T,cooling_load(W/m2),peak_date,altitude(deg),azimuth(deg),w_rad_total(kWh),w_rad_april(kWh),w_rad_may(kWh),w_rad_jun(kWh),w_rad_jul(kWh),w_rad_aug(kWh),w_rad_sep(kWh),f_rad_total(kWh),f_rad_april(kWh),f_rad_may(kWh),f_rad_jun(kWh),f_rad_jul(kWh),f_rad_aug(kWh),f_rad_sep(kWh),solar_load(W/m2),solar_load_adj(W/m2)
408,1,1,99,3.389921369,300.6409771,13.05811685,0.287236855,1,0.051235448,0.498969873,3.522675967,2.051885528,1.059425306,0.49462702,44.265989,21.895154,199.196952,58.761526,38.511526,1.098452,3.322123,0.330648,6,12,6,1.0,1.0,1,22.614529,28 Jun 14:00,54.005335,229.335594,2602.809752,388.065373,515.20111,505.715841,501.715886,407.522058,284.552543,5584.872695,826.165886,1112.288006,1092.261967,1082.654823,871.681963,599.71951,27.363786,41.752119
409,0,1,44,5.062890711,185.2038096,14.56424203,0.33392638,1,0.745336029,0.329000013,2.519247333,2.342258077,0.806921448,0.816000305,73.737166,60.16955,331.817246,65.539089,45.289089,14.272957,4.215633,3.385721,1,2,1,1.0,1.0,1,56.809969,28 Sep 12:00,36.278349,182.750279,31763.213964,5906.303467,5398.571051,4497.400275,4899.948811,5486.40616,5576.094276,43200.933729,7964.684968,7413.028526,6215.673461,6748.538074,7448.776598,7412.889034,138.231314,200.038344
410,0,1,1,5.075345925,275.6568138,11.24903047,0.39400095,1,0.999286297,0.348311582,2.721438641,2.938433878,1.139634897,0.438779162,57.092721,25.051096,256.917244,50.620637,30.370637,2.301273,2.721439,0.845609,4,8,4,1.0,1.0,1,31.207919,06 Jun 17:00,26.720799,273.573044,9457.200281,1405.704116,1892.048057,1808.321341,1736.10235,1543.996335,1071.089943,30036.89544,4607.962049,5874.772591,5582.472399,5409.34711,4894.339456,3667.035609,83.522187,139.211644
411,1,1,87,5.005467427,224.8746831,18.12777671,0.833322461,0,0.952541192,0.259355528,2.125319502,1.929605451,1.150040417,0.346501083,90.737996,31.440814,408.320981,81.574995,61.324995,1.643717,2.12532,0.773398,9,9,9,0.0,1.0,1,30.944041,05 Sep 14:00,38.651719,219.787857,6900.370953,1237.807724,1302.195002,1026.3084,1087.934938,1227.231586,1018.794571,39946.199134,6587.389963,7804.752121,6689.42003,6840.713179,6834.019111,5189.138986,24.15027,32.124881
412,0,0,39,5.336722707,76.12714505,13.51448095,0.703678735,0,0.042940064,0.280498958,2.607432563,3.782808675,1.162509108,0.815070998,72.123037,58.785396,324.553668,60.815164,40.565164,13.244191,4.438579,2.983881,1,0,0,0.0,0.0,0,134.456174,29 Jun 08:00,35.876625,97.331153,26152.553915,4005.626247,5018.891038,5100.08403,5076.854922,4171.967024,2782.960913,32086.230296,4914.451052,6157.612533,6257.227169,6228.727674,5118.532404,3414.378759,97.139444,145.631143
413,0,0,83,4.26887155,132.5186388,9.993310485,0.570495917,1,0.960087717,0.467850168,2.968464842,1.35445096,0.023103128,0.442210131,42.660159,18.864754,191.970715,44.969897,24.719897,0.907865,2.968465,0.305836,7,0,0,0.0,0.0,0,78.757487,02 Apr 09:00,30.005415,124.170586,10848.540723,1872.641231,1937.572318,1790.447646,1891.261668,1826.548097,1532.057327,24532.548627,4234.731929,4381.565088,4048.862013,4276.839655,4130.498383,3464.546173,115.00065,209.206672
414,1,0,48,3.08363812,34.69118503,17.61974432,0.520141287,0,0.715976935,0.429157701,3.105710957,2.107057085,1.232312597,0.308395282,54.332915,16.756015,244.498119,79.288849,59.038849,0.693093,3.021965,0.229352,8,0,0,0.0,0.0,0,15.946178,29 Jun 08:00,35.876625,97.331153,2561.892135,356.625098,504.972818,544.287238,528.626863,388.391904,238.745646,8290.659031,1158.747058,1633.684965,1755.299276,1706.38189,1260.879861,775.002139,10.023633,13.461683
415,0,0,87,4.852278261,159.1547562,16.78365531,0.907786459,0,0.189639647,0.429922587,2.755416721,1.111284604,1.403151759,0.750556698,81.438966,61.124561,366.475346,75.526449,55.276449,16.447982,3.716235,4.425981,1,0,0,0.0,0.0,0,145.34103,02 Apr 10:00,36.93858,140.070398,35721.27577,6481.043611,6170.633929,5377.554822,5836.693994,6134.04463,5726.151751,47593.038645,8634.981607,8221.409022,7164.754577,7776.486044,8172.659485,7629.20574,195.518489,267.144823
416,1,1,72,4.007897984,132.7671178,19.81680536,0.408414212,1,0.648045453,0.452580924,3.634029086,2.10753472,0.974275068,0.647115201,79.423734,51.396306,357.406804,89.175624,68.925624,1.453941,3.92774,0.370172,9,18,9,1.0,1.0,1,38.884037,02 Apr 09:00,30.005415,124.170586,17253.004932,3018.39831,3081.38445,2810.606759,3016.130042,2936.789121,2395.258324,37179.979921,6266.177436,6791.64781,6380.3828,6695.444951,6220.896642,4834.10176,123.164452,159.349545
417,0,1,14,4.614907931,22.71620864,12.63056695,0.082894887,0,0.936887723,0.424620587,2.959499207,1.544861921,0.649554443,0.302052536,58.288904,17.606311,262.300066,56.837551,36.587551,0.743636,2.959499,0.251271,8,8,8,1.0,0.0,1,26.198696,31 Jul 11:00,54.132984,152.179815,2870.453143,399.758956,556.205611,617.318587,578.696501,429.705672,288.716704,15570.835535,2197.918557,3039.009195,3291.225658,3139.301049,2370.641634,1531.049713,9.603072,14.918055
418,1,0,11,5.290282107,28.66536824,17.19665547,0.666202869,1,0.815693127,0.402089445,3.299898702,2.399768414,0.696400984,0.807603172,90.975159,73.471827,409.388214,77.38495,57.13495,16.852722,4.359641,3.865621,1,0,0,0.0,0.0,0,30.128063,31 Jul 11:00,54.132984,152.179815,10766.664736,1572.772743,2068.448137,2210.051517,2148.092314,1651.832087,1115.523133,13476.24809,1968.269429,2588.413671,2768.675763,2690.135261,2066.985588,1393.737355,23.54748,31.893273
419,0,0,71,5.460704766,168.1960776,17.20238493,0.84879244,1,0.195278269,0.441473761,3.368950344,1.70240161,0.237799791,0.393361024,93.937145,36.951212,422.717154,77.410732,57.160732,1.096817,3.36895,0.325566,10,0,0,0.0,0.0,0,93.603512,02 Apr 11:00,41.733145,158.410916,21574.319584,3959.57964,3697.539002,3168.989093,3452.283174,3716.529221,3581.943633,54846.104671,10066.019365,9399.861291,8056.184959,8776.373464,9448.138086,9105.995307,122.596824,166.028488
420,0,0,4,5.005041044,113.8376749,15.18975589,0.002201338,1,0.04780368,0.490831477,3.515334778,2.501449981,0.563152159,0.328860906,76.025352,25.001766,342.114083,68.353902,48.103902,1.185367,3.515335,0.337199,6,0,0,0.0,0.0,0,94.02603,29 Jun 08:00,35.876625,97.331153,13744.53837,2283.503634,2516.673707,2409.257352,2495.34913,2278.799445,1763.706401,41794.381876,6943.676176,7652.699469,7326.067842,7587.855686,6929.371655,5363.077192,101.459497,144.17027
421,0,0,32,4.030653432,23.91458726,5.534157263,0.989617648,0,0.449015856,0.38926088,3.165267055,1.968328785,0.875871808,0.360940948,22.30627,8.051246,100.378215,24.903708,21.658479,0.847874,3.165267,0.267868,3,0,0,0.0,0.0,0,42.840857,31 Jul 12:00,56.618921,177.014986,2171.312321,306.610181,424.302452,458.570056,437.869706,330.854959,212.882995,6015.699417,849.474608,1175.5453,1270.484953,1213.133875,916.64564,589.800059,12.913215,14.848085
422,1,0,56,3.422014284,232.9635023,14.89481961,0.258197634,1,0.264865576,0.343923626,3.562606801,1.986513271,0.184698763,0.30407124,50.970285,15.498598,229.366285,67.026688,46.776688,0.660217,3.353574,0.19687,7,0,0,0.0,0.0,0,27.064469,16 Aug 14:00,45.547681,221.976491,5005.447535,838.671667,957.488811,837.361795,861.465442,832.374191,677.575604,16461.800154,2758.256301,3149.283503,2753.569036,2832.977787,2737.939012,2228.090093,37.638306,53.932228
423,0,0,78,5.11103104,184.4664248,7.25164566,0.222954696,1,0.788760701,0.39343408,2.577299362,1.235757406,0.650712068,0.487176232,37.063386,18.056401,166.785237,32.632405,22.533529,1.167656,2.577299,0.453054,6,0,0,0.0,0.0,0,109.095152,02 Apr 12:00,43.612426,178.619628,10577.564169,1951.149012,1814.071991,1521.378191,1652.774195,1824.445908,1814.447835,21711.988829,4005.017115,3723.646597,3122.850003,3392.559409,3744.940568,3724.418071,118.216403,171.197577
424,1,0,84,3.278376451,300.8809919,12.55840982,0.044685159,0,0.208067772,0.275147174,3.054325806,1.480001964,0.303209149,0.669072413,41.171195,27.546511,185.270378,56.512844,36.262844,1.071746,3.212809,0.333585,8,0,0,0.0,0.0,0,84.137768,29 Jun 15:00,46.061708,246.876803,4898.177662,705.296589,996.266303,988.283571,967.19771,753.340715,487.183877,7324.765698,1054.854963,1489.816162,1477.770905,1446.17387,1126.685296,728.547003,32.903562,51.277663
425,1,0,13,4.082530488,85.79961916,7.455209055,0.707910507,1,0.616456824,0.279505082,3.000742675,2.404247464,1.171727499,0.783570295,30.436118,23.848838,136.962532,33.548441,22.517226,2.270836,3.500743,0.648673,3,0,0,0.0,0.0,0,112.190859,29 Jun 08:00,35.876625,97.331153,10091.233349,1525.969411,1947.960157,1982.086979,1979.903706,1612.187385,1044.581927,12842.122477,1937.270086,2483.129118,2528.196479,2524.853506,2051.65182,1318.879596,76.405649,113.836864
426,0,0,13,5.481590582,315.5489084,18.73711036,0.902846644,1,0.27979392,0.335229151,3.957600955,2.694763431,1.32148978,0.514580413,102.709168,52.852126,462.191255,84.316997,64.066997,1.907798,3.957601,0.482059,7,0,0,0.0,0.0,0,26.061542,06 Jun 17:00,26.720799,273.573044,19691.299994,2773.681926,3932.810466,4069.287543,3825.826539,3090.414323,1997.517695,38266.713996,5390.182141,7642.752559,7907.972626,7434.847322,6005.698025,3881.838142,89.623915,117.951828
427,0,1,8,3.751233203,207.3721199,14.28582512,0.025290496,0,0.719509255,0.264256506,3.423984604,3.877219847,1.197013919,0.683724582,53.589462,36.640432,241.152577,64.286213,44.036213,2.491727,3.676209,0.677798,4,4,4,0.0,1.0,1,64.637382,02 Apr 13:00,42.195942,198.973648,19244.433412,3502.029383,3360.637259,2794.169743,2995.970227,3308.388716,3282.751335,32130.922385,5749.031834,5712.449899,4777.945391,5078.448549,5515.779366,5297.314529,67.50903,98.552977
428,0,1,38,3.384653695,246.0730125,19.55095058,0.413444707,1,0.0609027,0.278053491,3.90841087,1.598744771,1.194559764,0.725213394,66.173197,47.989689,297.779387,87.979278,67.729278,1.205664,3.316961,0.363485,12,24,12,1.0,1.0,1,67.655646,02 Apr 15:00,31.108043,233.891868,26606.1733,4377.051097,5019.125257,4499.440319,4496.718929,4439.143636,3773.758825,39217.855749,6428.606736,7423.870371,6661.699476,6662.894048,6532.886889,5506.316029,73.006306,94.834056
429,1,1,10,5.263019876,181.3882576,7.575189426,0.125834761,0,0.18513446,0.392948763,2.32030716,3.487837014,0.740551367,0.71802332,39.868373,28.626421,179.407676,34.088352,22.489962,7.423686,3.856093,1.925183,1,1,1,0.0,1.0,1,112.273914,02 Apr 12:00,43.612426,178.619628,12407.486749,2291.484367,2177.7948,1791.329178,1962.535846,2177.589015,2007.65941,17506.863647,3232.2911,3070.139058,2528.137327,2767.326793,3069.112442,2841.197113,160.145075,242.734148
430,0,1,36,4.28748896,282.4794013,19.66724646,0.062580741,1,0.225621573,0.473593173,3.103509098,3.878822078,1.116064651,0.855048041,84.323102,72.100303,379.453959,88.502609,68.252609,19.273902,3.740826,5.152312,1,2,1,1.0,1.0,1,115.048978,06 Jun 16:00,36.018956,261.564161,36097.510639,5445.189817,7106.206436,6853.249478,6597.085475,5849.330954,4245.082566,42406.19111,6401.569654,8344.904236,8044.43882,7746.218276,6872.426641,4995.022303,240.7709,312.205689
431,0,1,21,3.929052421,159.2633451,17.64983522,0.586390361,1,0.402154958,0.470243481,2.49502913,3.910908973,0.49745154,0.589991132,69.347128,40.91419,312.062075,79.424258,59.174258,3.279656,2.495029,1.314476,5,10,5,1.0,1.0,1,77.386517,02 Apr 10:00,36.93858,140.070398,17817.108248,3332.192221,2982.395292,2561.620779,2806.839241,3082.760035,3053.905074,40523.503481,7353.670464,6999.369872,6098.26493,6619.562423,6959.164492,6498.96117,113.603642,152.4799
432,1,0,85,3.830339511,188.6674097,10.30883653,0.395676628,1,0.568407152,0.410078491,3.45747798,2.075211881,1.261923393,0.787353652,39.486344,31.089717,177.688547,46.389764,26.139764,1.656469,3.753733,0.441286,5,0,0,0.0,0.0,0,76.246454,02 Apr 12:00,43.612426,178.619628,11696.093661,2033.031145,2074.307298,1806.819167,1950.84608,1974.444154,1855.913571,14890.832751,2591.943194,2639.187932,2296.666421,2480.338555,2516.022446,2365.797854,139.592674,247.732579
433,0,0,94,5.299222933,37.15853884,9.339561912,0.268509799,1,0.881714833,0.359826292,2.590859727,1.077548148,0.093694751,0.659567077,49.492421,32.643571,222.715893,42.028029,21.778029,9.152771,3.566523,2.5663,1,0,0,0.0,0.0,0,28.386523,02 Jul 08:00,35.640298,97.372492,10006.717469,1427.26363,1966.852791,2093.641627,2017.440357,1539.181433,962.075316,15171.644915,2163.940083,2982.036041,3174.266427,3058.734177,2333.623815,1458.646664,35.089213,67.716435
434,0,0,15,4.862953034,28.30604455,13.64655721,0.896029949,0,0.050508781,0.387825391,3.326903038,2.160351145,1.225084447,0.557096834,66.362567,36.970376,298.631551,61.409507,41.159507,1.852092,3.326903,0.556701,6,0,0,0.0,0.0,0,55.113762,31 Jul 12:00,56.618921,177.014986,10278.907026,1453.415235,2017.299673,2164.478734,2074.562791,1570.836714,997.490481,18450.8442,2608.909488,3621.093362,3885.282722,3723.881804,2819.683398,1790.515409,23.667069,35.310992
435,1,0,1,3.599288304,73.25548688,15.56506571,0.505568307,0,0.61719352,0.42214062,2.247635383,2.873109279,1.025660722,0.814232769,56.023159,45.615892,252.104215,70.042796,49.792796,15.253764,2.990468,5.100795,1,0,0,0.0,0.0,0,33.514464,29 Jun 08:00,35.876625,97.331153,7370.095221,1037.477946,1450.366894,1510.03911,1525.559038,1154.584079,695.706445,8947.804507,1267.666772,1759.427326,1824.156776,1842.615353,1406.709279,851.368416,69.565284,97.856465
436,0,0,87,5.484445782,106.5009186,17.33820996,0.02063915,1,0.563183493,0.25996701,3.25327252,3.314836043,0.936899374,0.894820477,95.090472,85.088902,427.907126,78.021945,57.771945,16.991446,5.007749,3.39303,1,0,0,0.0,0.0,0,140.771726,29 Jun 08:00,35.876625,97.331153,45500.679386,7443.584093,8413.310314,8158.756507,8385.403937,7493.590463,5615.163483,50848.945868,8318.522068,9402.232356,9117.757627,9371.045787,8374.406302,6275.184233,117.862571,159.175307
437,0,1,76,3.140979763,146.8920225,8.277346866,0.147051985,0,0.568022207,0.393680364,3.376209092,2.193088397,0.908465283,0.605869261,25.998979,15.751982,116.995405,37.248061,22.005564,1.279334,3.07816,0.415617,4,4,4,0.0,1.0,1,68.180301,02 Apr 09:00,30.005415,124.170586,7860.988426,1395.090838,1380.684792,1241.221843,1337.570482,1342.532961,1165.61946,15147.802981,2689.5228,2654.059262,2377.619431,2551.544754,2579.521931,2297.943548,84.03094,142.236278
438,1,1,65,3.786632932,180.689107,13.01027062,0.142217603,1,0.386458952,0.482760044,2.464833373,1.755781521,0.855836812,0.66701361,49.265119,32.860505,221.693036,58.546218,38.296218,1.697881,2.764833,0.614099,7,14,7,1.0,1.0,1,93.124251,02 Apr 11:00,41.733145,158.410916,13716.616662,2553.116734,2369.431791,1962.555268,2152.104055,2407.84396,2271.707946,23808.271887,4360.074285,4195.685768,3500.042218,3820.379606,4171.440899,3762.100794,142.240504,217.453421
439,0,0,1,4.720818902,209.2039448,5.431676346,0.915354781,1,0.665222262,0.450461328,3.735502711,3.003729709,0.270577669,0.875070659,25.64196,22.438527,115.388822,24.442544,21.570395,2.648862,4.235503,0.625395,2,0,0,0.0,0.0,0,219.746184,02 Apr 13:00,42.195942,198.973648,13442.256882,2396.947591,2398.242746,2007.724439,2128.995162,2305.685967,2204.633962,15361.337891,2739.147322,2740.627367,2294.356795,2432.940711,2634.856746,2519.378079,253.678563,287.456457
440,1,0,62,3.020967384,110.4171619,19.40948213,0.912433125,1,0.302733853,0.255767698,3.676907538,1.143342987,0.827079462,0.429189626,58.635412,25.165711,263.859356,87.34267,67.09267,0.500021,2.960548,0.168895,17,0,0,0.0,0.0,0,32.269745,29 Jun 09:00,44.905465,111.043783,5470.065,908.34701,984.927193,939.606416,983.398512,909.630623,744.732508,12776.166941,2118.688596,2302.816424,2197.150895,2300.035994,2124.854613,1734.010368,17.703853,23.047254
441,1,0,34,5.374405674,226.1105683,11.23881785,0.181948147,0,0.794470099,0.339439625,3.914765339,1.275297055,0.428334277,0.532367883,60.401966,32.156067,271.808849,50.57468,30.32468,0.912672,3.914765,0.233136,9,0,0,0.0,0.0,0,46.728021,02 Apr 14:00,37.777151,217.645838,12295.769427,2048.983525,2380.055026,2055.659452,2113.352186,2074.510115,1621.193908,23716.042502,3967.949955,4569.424451,3939.83421,4051.926763,4005.89803,3177.672239,109.977646,183.417738
442,0,1,20,3.071925141,95.2150084,9.515273369,0.883495094,0,0.576150001,0.318848525,2.271841669,3.353235264,1.106214766,0.301517438,29.230207,8.813417,131.535934,42.81873,22.56873,1.293138,2.271842,0.569203,3,3,3,0.0,1.0,1,35.07246,29 Jun 08:00,35.876625,97.331153,3002.11665,475.464571,570.18453,566.601042,567.302039,486.382217,336.573479,14804.540106,2366.840745,2776.218386,2739.324764,2782.73129,2411.479731,1730.838131,18.087077,34.315873
443,1,0,3,5.358512674,225.3047117,18.51893674,0.216893369,1,0.734746709,0.42999329,2.189747031,3.74528143,0.939460056,0.399043184,99.233957,39.598634,446.552808,83.335215,63.085215,3.616731,2.189747,1.651666,5,0,0,0.0,0.0,0,53.714426,28 Jun 14:00,54.005335,229.335594,9663.109328,1424.996803,2014.147446,1847.754919,1866.318083,1573.032511,936.209172,25805.871524,3886.978644,5338.544647,4831.521434,4894.75083,4241.434639,2610.12191,87.840154,116.03635
444,1,1,99,5.05951729,300.3106499,14.2624589,0.235325744,1,0.388226373,0.297817914,2.050180249,3.687104229,1.389919549,0.606108779,72.161157,43.737511,324.725208,64.181065,43.931065,13.97721,3.129202,4.466701,1,2,1,1.0,1.0,1,90.740137,29 Jun 15:00,46.061708,246.876803,5504.312174,811.505577,1106.501567,1079.844414,1067.767217,853.100818,585.453165,9990.115487,1478.680012,2009.281057,1948.633937,1931.610987,1555.902277,1065.684593,23.301808,34.042764
445,0,0,2,4.507248802,14.26125874,7.868477212,0.500324459,0,0.81337087,0.326984359,3.112390064,1.734027682,1.314515743,0.80669686,35.465184,28.609653,159.59333,35.408147,22.360851,7.711108,3.710187,2.078361,1,0,0,0.0,0.0,0,55.635731,31 Jul 12:00,56.618921,177.014986,7187.426376,1012.379118,1390.789693,1527.906367,1444.570134,1086.937482,723.731878,8909.698936,1254.968424,1724.05487,1894.027852,1790.722341,1347.392685,897.154671,24.167383,38.26877
446,1,1,1,3.504829573,226.887632,8.184197629,0.27246665,1,0.561587094,0.381758495,2.240021115,3.459768845,0.532184504,0.461493703,28.684218,13.237586,129.07898,36.828889,22.106803,2.95479,2.240021,1.31909,2,4,2,1.0,1.0,1,60.056201,02 Apr 14:00,37.777151,217.645838,5237.626174,909.64102,986.802609,827.391367,852.540156,904.235805,756.978077,13736.06157,2341.341637,2606.708008,2229.861266,2283.037051,2353.3883,1921.440822,67.647015,112.696732
447,1,1,66,3.422203044,180.7535506,6.085760631,0.566357958,0,0.855084068,0.305036138,2.4567596,2.573991153,0.512839635,0.485996785,20.826709,10.121713,93.720189,27.385923,22.083754,2.059972,2.45676,0.838492,2,2,2,0.0,1.0,1,25.905549,05 Sep 11:00,43.517853,159.53255,2832.375301,512.799293,481.261281,410.13764,444.949382,480.350491,502.306678,8955.773873,1583.046379,1577.24869,1344.746934,1444.928918,1516.583981,1488.059208,36.079953,44.74252
448,1,1,46,4.679082558,52.80019765,7.346603797,0.169761382,0,0.170997337,0.38091007,3.633220554,1.234668217,0.397239398,0.580038444,34.375366,19.939034,154.689146,33.059717,22.530401,0.914663,3.633221,0.25175,6,6,6,0.0,1.0,1,18.197617,29 Jun 09:00,44.905465,111.043783,2326.339833,332.466714,445.855484,491.22625,463.451881,354.705443,238.913702,4391.935519,620.891148,848.530846,930.911558,884.949864,670.205346,437.183073,12.094152,17.746211
449,1,1,30,4.459920804,316.3086978,8.128832902,0.058335721,0,0.562278232,0.263823202,3.891839987,3.026878763,1.090790288,0.661285161,36.253951,23.9742,163.142779,36.579748,22.160994,1.906418,4.19184,0.454793,3,3,3,1.0,0.0,1,39.243416,29 Jun 11:00,59.129269,150.400866,1702.392861,264.110023,324.317557,322.49593,321.897773,270.913083,198.684687,2924.812258,449.265917,558.063566,560.168923,556.980626,462.471429,337.931045,6.373533,10.520387
450,1,0,21,4.405331655,230.7899367,6.523494262,0.789550049,1,0.86140673,0.409341543,2.682060709,2.728907109,0.847819262,0.734383879,28.738156,21.104838,129.321701,29.355724,22.34115,6.393024,3.301229,1.936559,1,0,0,0.0,0.0,0,86.842156,16 Aug 14:00,45.547681,221.976491,6364.437493,1047.833339,1252.485892,1092.015824,1121.505083,1064.070864,785.957945,8777.030517,1444.898223,1730.570746,1506.602937,1546.372604,1471.296456,1076.402193,153.241636,201.355756
451,0,0,58,3.581075003,275.5806046,15.04816269,0.229164398,1,0.684904092,0.487383718,2.534934258,2.646894221,0.741571334,0.810039532,53.888599,43.651896,242.498697,67.716732,47.466732,2.397191,3.034934,0.789866,6,0,0,0.0,0.0,0,107.103168,06 Jun 16:00,36.018956,261.564161,22975.195188,3525.230073,4493.311723,4269.081453,4136.971256,3743.893003,2805.970042,28363.051136,4351.92301,5547.027097,5270.213155,5107.122119,4621.864047,3463.991089,203.940839,290.944975
452,0,1,84,4.140186817,86.09897122,6.553708657,0.329023621,0,0.614949359,0.282821871,2.222788301,2.282676075,1.373457572,0.455688557,27.133578,12.364461,122.101102,29.491689,22.355581,1.854197,2.222788,0.834176,3,3,3,0.0,1.0,1,60.492631,29 Jun 08:00,35.876625,97.331153,4729.609376,718.876437,913.279746,930.552187,922.599651,751.671625,493.204534,12984.172442,2035.241636,2461.974737,2463.714635,2478.78703,2094.628248,1452.164203,36.603085,48.287129
453,0,0,62,3.461007803,77.24827443,12.91392223,0.401783107,1,0.048706914,0.269013937,3.044921156,3.05562278,0.7574164,0.7464275,44.695186,33.361716,201.128335,58.11265,37.86265,2.459007,3.391788,0.724988,4,0,0,0.0,0.0,0,86.292359,29 Jun 08:00,35.876625,97.331153,14976.639817,2300.179256,2870.177789,2911.459678,2901.759672,2392.311377,1603.010646,20064.427056,3081.584342,3845.219869,3900.525838,3887.530589,3205.015119,2147.577183,54.99277,84.404436
454,0,1,9,3.954188209,311.26757,18.64709605,0.553667445,0,0.590480472,0.463298371,2.857645463,1.40397035,0.831451849,0.735387091,73.734127,54.223125,331.803573,83.911932,63.661932,1.242242,3.357645,0.369974,13,13,13,1.0,0.0,1,38.147945,06 Jun 17:00,26.720799,273.573044,13637.002792,1857.259073,2729.014249,2926.459355,2708.178228,2113.989013,1300.028434,28794.856517,4095.147417,5742.441772,5885.376595,5545.882161,4542.837597,2980.94764,109.265688,144.021626
455,1,0,30,3.394262924,107.1972051,9.720022654,0.554194953,1,0.450459217,0.277553411,2.495894637,2.296862408,0.440413561,0.821415112,32.992313,27.100384,148.465406,43.740102,23.490102,2.26146,2.995895,0.754853,4,0,0,0.0,0.0,0,64.619716,29 Jun 09:00,44.905465,111.043783,5961.3372,952.427552,1125.162907,1068.213936,1131.718766,1013.228171,672.821736,7343.645067,1167.17501,1386.413345,1322.247668,1399.477551,1243.135098,828.082361,53.535554,99.686693
456,1,1,94,4.907772461,24.56046251,13.61812001,0.14988348,0,0.254256452,0.384304733,3.577224646,2.97139243,0.923373159,0.779866042,66.834634,52.122062,300.755855,61.28154,41.03154,2.556742,4.077225,0.627079,5,5,5,1.0,0.0,1,36.601132,31 Jul 12:00,56.618921,177.014986,7223.905752,1020.723481,1396.374064,1536.343433,1463.507342,1083.599303,722.349006,9798.99213,1382.131385,1898.138247,2085.599608,1989.459459,1470.441833,971.947105,17.840189,26.644729
457,0,0,53,5.005088079,221.7229539,12.56189278,0.956923258,1,0.987498388,0.272752747,2.976998289,1.165660639,0.335692472,0.5818627,62.87338,36.583675,282.930209,56.528518,36.278518,1.117162,2.976998,0.375264,11,0,0,0.0,0.0,0,82.406082,02 Apr 14:00,37.777151,217.645838,22189.740501,3845.584471,4047.645821,3468.235197,3596.814164,3770.319418,3460.77185,38135.696525,6609.092315,6956.358584,5960.57279,6181.551,6479.740378,5947.746291,87.262915,135.971467
458,0,0,83,3.107765952,136.4781719,5.147003721,0.925719495,0,0.012390752,0.448584678,2.037397166,1.606830948,0.943072881,0.402844843,15.995683,6.443778,71.980573,23.161517,21.315047,1.05425,2.037397,0.517449,3,0,0,0.0,0.0,0,89.067339,02 Apr 09:00,30.005415,124.170586,3723.953384,647.552446,661.929595,606.7274,643.622001,628.820525,535.957061,9244.138485,1607.448795,1643.137894,1506.107006,1597.692136,1560.949715,1330.430477,72.330612,78.596433
459,0,0,41,3.025981489,266.0730195,13.9165934,0.514906051,1,0.118825532,0.34380986,2.735527951,1.799242767,1.301411412,0.460418099,42.111354,19.38883,189.501093,62.62467,42.37467,0.885973,2.735528,0.323876,8,0,0,0.0,0.0,0,50.011848,16 Aug 16:00,29.790717,253.372141,10725.353543,1681.107297,2078.74637,1937.842877,1895.21553,1760.352654,1371.768844,23294.817458,3651.263268,4514.910952,4208.876948,4116.293031,3823.379267,2979.399034,59.14146,87.403971
460,0,0,98,3.793395128,226.6823479,12.37335777,0.895259116,0,0.53210137,0.482206371,2.812590021,3.226867911,0.674420315,0.437010458,46.937035,20.511975,211.216658,55.68011,35.43011,1.823228,2.81259,0.648238,4,0,0,0.0,0.0,0,121.908614,02 Apr 14:00,37.777151,217.645838,12437.07637,2131.239289,2286.563034,1978.567914,2034.368348,2104.908798,1901.15473,28459.449992,4876.86141,5232.284864,4527.507362,4655.194088,4816.610016,4350.364674,115.134753,180.939763
461,0,1,48,3.841244802,300.1440166,7.143814699,0.434557605,1,0.510454035,0.311500689,2.675258277,1.332199738,1.145759599,0.490033787,27.441141,13.447086,123.485135,32.147166,22.528169,1.005293,2.675258,0.375774,5,10,5,1.0,1.0,1,124.531653,29 Jun 17:00,27.809777,273.011163,3708.803281,503.838113,750.79011,791.525328,730.429195,577.322081,354.396813,11945.205156,1732.520989,2378.790004,2378.594083,2258.0495,1906.011895,1290.559385,47.833008,68.256576
462,1,1,50,4.536773239,121.4152284,17.70784716,0.611266115,0,0.192848666,0.461068562,3.903394386,3.494421902,0.644292622,0.644431533,80.336487,51.771366,361.514192,79.685312,59.435312,2.463312,4.203394,0.586029,5,5,5,0.0,1.0,1,59.489791,02 Apr 09:00,30.005415,124.170586,19329.295067,3421.308508,3400.603576,3135.583286,3348.593235,3287.894798,2741.774975,33897.895995,5927.965757,6005.919697,5564.134319,5931.375643,5745.881458,4733.102645,144.211271,193.344995
